system,CO-atop,d-dos height,d-dos height2,d-dos position,d-dos position2,d-dos width,d-dos width2,p-dos height,p-dos height2,p-dos position,p-dos position2,p-dos width,p-dos width2,s-dos height,s-dos height2,s-dos position,s-dos position2,s-dos width,s-dos width2,efermi
Rh0.65Au0.35_111,0.106 ,1701.002 ,1126.161 ,-4.083 ,-1.282 ,2.874 ,1.028 ,78.641 ,80.443 ,-3.674 ,1.703 ,3.397 ,1.390 ,103.957 ,47.274 ,-6.926 ,-4.234 ,1.381 ,3.991 ,-1.079 
Rh0.7Ag0.3_111,-1.485 ,1495.776 ,1271.890 ,-3.671 ,-1.271 ,1.989 ,1.086 ,67.143 ,76.472 ,-3.055 ,1.828 ,2.816 ,1.495 ,101.660 ,44.972 ,-6.353 ,-3.951 ,1.098 ,3.137 ,-1.141 
Ir0.4Au0.6_111,-2.131 ,1652.215 ,723.904 ,-4.656 ,-1.267 ,2.611 ,1.173 ,68.750 ,62.782 ,-5.269 ,2.683 ,2.695 ,1.801 ,153.429 ,66.016 ,-7.491 ,4.020 ,1.613 ,0.663 ,-0.987 
Ir0.1Pt0.9_111,-1.255 ,1497.650 ,1351.148 ,-4.007 ,-1.257 ,1.859 ,1.189 ,81.173 ,62.478 ,-4.266 ,1.813 ,3.214 ,1.801 ,153.866 ,38.028 ,-7.338 ,3.194 ,1.622 ,0.947 ,-0.899 
Rh0.1Pt0.9_111,-1.320 ,1483.570 ,998.696 ,-3.929 ,-1.249 ,2.891 ,0.911 ,78.427 ,63.009 ,-4.232 ,1.693 ,3.136 ,1.724 ,148.070 ,35.951 ,-7.243 ,3.165 ,1.623 ,0.969 ,-0.998 
Rh0.55Pd0.45_111,-1.635 ,2051.608 ,1621.824 ,-3.514 ,-1.246 ,1.788 ,0.989 ,80.693 ,59.925 ,-3.419 ,2.681 ,2.280 ,0.988 ,163.335 ,35.268 ,-6.088 ,-3.590 ,1.152 ,0.890 ,-1.150 
Rh0.15Pt0.85_111,-1.279 ,1481.934 ,1000.736 ,-3.908 ,-1.227 ,2.897 ,0.914 ,78.414 ,63.509 ,-4.199 ,1.726 ,3.142 ,1.719 ,146.310 ,34.235 ,-7.214 ,3.251 ,1.633 ,0.917 ,-0.987 
Ir0.55Ag0.45_111,-0.006 ,1858.913 ,979.852 ,-4.993 ,-1.221 ,2.112 ,1.716 ,66.911 ,76.880 ,-2.076 ,2.564 ,3.741 ,1.525 ,119.994 ,42.502 ,-7.193 ,-4.412 ,1.199 ,5.109 ,-0.884 
Ir0.15Pt0.85_111,-1.254 ,1483.527 ,1330.668 ,-3.996 ,-1.216 ,1.871 ,1.204 ,81.901 ,62.609 ,-4.258 ,1.862 ,3.239 ,1.826 ,153.937 ,36.858 ,-7.348 ,3.273 ,1.629 ,0.922 ,-0.874 
Pd0.6Ir0.4_111,-0.865 ,1790.590 ,852.569 ,-3.673 ,-1.216 ,2.754 ,1.001 ,95.382 ,77.565 ,-4.800 ,1.958 ,4.071 ,1.524 ,136.462 ,31.443 ,-6.765 ,-3.612 ,1.720 ,0.824 ,-1.040 
Rh0.95Cu0.05_111,-1.671 ,2547.254 ,1467.258 ,-3.312 ,-1.187 ,2.430 ,0.826 ,41.318 ,102.723 ,-5.515 ,-3.227 ,1.027 ,2.129 ,187.297 ,50.711 ,-5.826 ,-2.980 ,1.243 ,1.301 ,-1.252 
Rh0.7Au0.3_111,-1.643 ,1638.112 ,1126.484 ,-3.905 ,-1.186 ,3.025 ,0.976 ,80.176 ,83.710 ,-3.331 ,1.883 ,3.037 ,1.450 ,109.516 ,40.998 ,-6.835 ,-3.634 ,1.606 ,3.569 ,-1.020 
Rh0.2Pt0.8_111,-1.230 ,1485.687 ,990.736 ,-3.855 ,-1.181 ,2.921 ,0.911 ,78.753 ,65.038 ,-4.149 ,1.815 ,3.143 ,1.749 ,143.758 ,33.098 ,-7.164 ,-3.891 ,1.647 ,0.812 ,-0.967 
Rh0.6Pd0.4_111,-1.699 ,1808.579 ,1517.792 ,-3.512 ,-1.180 ,1.706 ,1.062 ,73.407 ,59.262 ,-3.361 ,1.270 ,2.478 ,1.287 ,148.282 ,32.016 ,-6.086 ,-3.507 ,1.154 ,0.951 ,-1.098 
Rh0.75Ag0.25_111,-1.770 ,1550.966 ,1214.719 ,-3.444 ,-1.163 ,2.101 ,0.977 ,72.885 ,56.019 ,-3.145 ,2.538 ,2.374 ,0.943 ,101.720 ,48.179 ,-6.389 ,-4.329 ,1.071 ,2.850 ,-1.110 
Rh0.25Pt0.75_111,-1.283 ,1491.207 ,985.517 ,-3.832 ,-1.157 ,2.934 ,0.897 ,78.848 ,65.676 ,-4.143 ,1.866 ,3.146 ,1.786 ,140.391 ,34.303 ,-7.148 ,3.327 ,1.688 ,0.967 ,-0.965 
Rh0.65Pd0.35_111,-0.924 ,2183.247 ,1864.663 ,-3.500 ,-1.153 ,1.689 ,1.071 ,90.087 ,72.861 ,-3.333 ,1.326 ,2.494 ,1.295 ,181.174 ,39.065 ,-6.078 ,-3.484 ,1.156 ,0.958 ,-1.076 
Ir0.35Au0.65_111,-0.023 ,1652.005 ,549.785 ,-4.264 ,-1.147 ,2.284 ,0.902 ,61.513 ,68.015 ,-5.539 ,2.558 ,2.472 ,2.456 ,153.105 ,73.665 ,-7.463 ,3.878 ,1.616 ,0.690 ,-1.002 
Ir0.2Pt0.8_111,-1.202 ,1457.149 ,1302.467 ,-3.972 ,-1.133 ,1.875 ,1.249 ,83.576 ,63.427 ,-4.219 ,1.975 ,3.295 ,1.842 ,154.706 ,35.306 ,-7.353 ,3.413 ,1.640 ,0.883 ,-0.808 
Rh0.75Au0.25_111,-1.642 ,1672.181 ,1069.537 ,-3.799 ,-1.125 ,3.005 ,0.947 ,81.970 ,83.179 ,-3.589 ,1.956 ,3.299 ,1.465 ,105.151 ,41.753 ,-6.696 ,-3.837 ,1.512 ,3.935 ,-1.015 
Rh0.3Pt0.7_111,-1.602 ,1596.070 ,1060.075 ,-3.802 ,-1.124 ,2.942 ,0.912 ,84.347 ,74.662 ,-4.026 ,1.806 ,3.236 ,1.467 ,151.255 ,34.547 ,-7.084 ,-3.823 ,1.651 ,0.842 ,-0.948 
Ir0.5Au0.5_111,-0.145 ,1562.524 ,859.868 ,-4.695 ,-1.122 ,2.587 ,1.607 ,81.364 ,59.895 ,-4.250 ,1.497 ,3.626 ,1.957 ,134.485 ,42.139 ,-7.513 ,-4.374 ,1.315 ,5.517 ,-0.867 
Ir0.65Ag0.35_111,-1.913 ,1707.209 ,1066.224 ,-4.915 ,-1.113 ,2.233 ,1.867 ,89.201 ,69.581 ,-3.609 ,1.920 ,4.019 ,1.318 ,136.773 ,41.071 ,-7.245 ,-3.014 ,1.341 ,6.388 ,-0.774 
Ir0.25Pt0.75_111,-1.271 ,1442.745 ,1285.589 ,-3.956 ,-1.084 ,1.896 ,1.263 ,84.269 ,63.962 ,-4.196 ,2.031 ,3.325 ,1.843 ,155.209 ,34.421 ,-7.352 ,3.480 ,1.643 ,0.855 ,-0.779 
Rh0.35Pt0.65_111,-1.604 ,1595.228 ,1064.829 ,-3.760 ,-1.079 ,2.946 ,0.908 ,84.342 ,75.480 ,-3.967 ,1.882 ,3.239 ,1.483 ,146.255 ,33.813 ,-7.015 ,-3.776 ,1.687 ,0.843 ,-0.934 
Rh0.7Pd0.3_111,-1.700 ,2150.831 ,1852.494 ,-3.437 ,-1.061 ,1.676 ,1.079 ,91.862 ,73.229 ,-3.280 ,1.412 ,2.507 ,1.302 ,182.863 ,39.964 ,-6.075 ,-3.453 ,1.158 ,0.979 ,-1.007 
Pd0.55Ir0.45_111,-0.741 ,1730.404 ,840.541 ,-3.682 ,-1.056 ,2.817 ,1.036 ,86.162 ,79.631 ,-4.052 ,2.028 ,3.629 ,1.535 ,145.521 ,32.966 ,-6.830 ,-3.642 ,1.677 ,0.820 ,-0.961 
Rh0.4Pt0.6_111,-1.669 ,1590.731 ,1042.230 ,-3.717 ,-1.053 ,2.962 ,0.905 ,84.243 ,75.773 ,-3.939 ,1.920 ,3.230 ,1.493 ,143.899 ,34.372 ,-6.984 ,-3.723 ,1.694 ,0.860 ,-0.920 
Rh0.75Pd0.25_111,-1.667 ,2124.849 ,1844.412 ,-3.418 ,-1.022 ,1.690 ,1.088 ,92.761 ,73.553 ,-3.250 ,1.456 ,2.515 ,1.301 ,183.186 ,40.034 ,-6.065 ,-3.421 ,1.163 ,0.990 ,-0.981 
Ir0.3Pt0.7_111,-1.169 ,1527.722 ,1365.997 ,-3.935 ,-1.015 ,1.854 ,1.323 ,91.584 ,70.515 ,-4.104 ,1.901 ,3.480 ,1.419 ,167.203 ,36.506 ,-7.364 ,-3.925 ,1.656 ,0.856 ,-0.725 
Ir0.55Au0.45_111,0.139 ,1459.375 ,895.581 ,-4.644 ,-0.994 ,2.681 ,1.584 ,83.716 ,60.216 ,-4.113 ,1.790 ,3.747 ,1.916 ,133.262 ,41.508 ,-7.520 ,2.309 ,1.335 ,1.732 ,-0.782 
Rh0.45Pt0.55_111,-1.322 ,1601.048 ,969.373 ,-3.577 ,-0.992 ,3.074 ,0.838 ,83.809 ,77.527 ,-3.713 ,1.990 ,3.046 ,1.528 ,141.980 ,34.275 ,-6.908 ,-3.656 ,1.698 ,0.870 ,-0.898 
Rh0.8Au0.2_111,-1.738 ,1835.736 ,1119.455 ,-3.601 ,-0.991 ,3.032 ,0.892 ,92.310 ,64.791 ,-3.563 ,1.323 ,3.184 ,1.110 ,122.702 ,40.557 ,-6.475 ,-2.352 ,1.568 ,4.825 ,-0.948 
Ir0.7Ag0.3_111,-0.032 ,1530.534 ,1105.564 ,-4.840 ,-0.976 ,2.377 ,1.880 ,93.040 ,71.447 ,-3.599 ,2.111 ,3.966 ,1.357 ,142.009 ,40.001 ,-7.229 ,-3.130 ,1.317 ,6.678 ,-0.660 
Rh0.5Pt0.5_111,-1.648 ,1602.812 ,959.704 ,-3.555 ,-0.975 ,3.061 ,0.841 ,83.368 ,76.589 ,-3.898 ,2.055 ,3.384 ,1.492 ,136.811 ,33.345 ,-6.841 ,-3.611 ,1.745 ,0.847 ,-0.899 
Rh0.9Cu0.1_111,-1.570 ,2237.704 ,1890.093 ,-3.298 ,-0.962 ,1.332 ,1.207 ,99.166 ,73.734 ,-3.159 ,1.548 ,2.622 ,1.279 ,183.856 ,40.411 ,-6.065 ,-3.314 ,1.250 ,0.932 ,-0.883 
Rh0.1Au0.9_111,0.025 ,1628.479 ,2414.274 ,-5.423 ,-0.944 ,1.981 ,2.943 ,59.521 ,70.017 ,-5.383 ,0.965 ,2.488 ,2.886 ,145.052 ,92.035 ,-7.472 ,3.745 ,1.154 ,1.253 ,-1.298 
Rh0.8Pd0.2_111,-1.641 ,2091.458 ,1831.236 ,-3.364 ,-0.938 ,1.699 ,1.095 ,94.645 ,74.059 ,-3.191 ,1.538 ,2.522 ,1.307 ,184.489 ,40.848 ,-6.048 ,-3.363 ,1.168 ,1.016 ,-0.927 
Rh0.85Ag0.15_111,-1.631 ,1608.561 ,998.414 ,-3.607 ,-0.923 ,2.941 ,0.941 ,78.057 ,60.459 ,-3.115 ,1.446 ,2.620 ,1.231 ,117.682 ,39.750 ,-6.193 ,-3.643 ,1.133 ,3.438 ,-0.926 
Ir0.35Pt0.65_111,-1.788 ,1495.654 ,1331.819 ,-3.893 ,-0.907 ,1.894 ,1.346 ,93.086 ,70.615 ,-4.041 ,2.007 ,3.529 ,1.419 ,167.865 ,36.805 ,-7.351 ,-3.872 ,1.660 ,0.873 ,-0.667 
Pd0.5Ir0.5_111,-0.829 ,1651.352 ,790.138 ,-3.616 ,-0.905 ,2.908 ,1.048 ,88.223 ,77.654 ,-3.933 ,2.160 ,3.668 ,1.506 ,144.773 ,33.075 ,-6.917 ,-3.604 ,1.722 ,0.893 ,-0.864 
Rh0.6Pt0.4_111,-1.683 ,1759.925 ,1118.047 ,-3.523 ,-0.888 ,3.018 ,0.870 ,92.643 ,63.427 ,-3.517 ,1.389 ,2.927 ,1.165 ,153.167 ,36.737 ,-6.677 ,-3.477 ,1.658 ,0.906 ,-0.867 
Rh0.85Au0.15_111,-1.759 ,1862.151 ,1117.183 ,-3.447 ,-0.881 ,3.004 ,0.877 ,93.766 ,69.926 ,-3.233 ,1.459 ,2.771 ,1.192 ,147.536 ,43.516 ,-6.252 ,-2.753 ,1.618 ,1.611 ,-0.894 
Rh0.8Cu0.2_111,-1.639 ,2343.460 ,753.257 ,-3.202 ,-0.872 ,2.666 ,0.697 ,99.268 ,73.326 ,-3.307 ,1.269 ,2.681 ,1.216 ,177.151 ,45.657 ,-6.145 ,-2.968 ,1.314 ,1.468 ,-1.001 
Rh0.65Pt0.35_111,-1.711 ,1765.061 ,1112.302 ,-3.492 ,-0.865 ,3.011 ,0.872 ,92.703 ,63.937 ,-3.492 ,1.423 ,2.926 ,1.169 ,151.335 ,37.094 ,-6.615 ,-3.431 ,1.662 ,0.889 ,-0.857 
Ir0.4Pt0.6_111,-1.866 ,1479.162 ,1309.089 ,-3.872 ,-0.858 ,1.914 ,1.365 ,94.020 ,70.565 ,-4.021 ,2.056 ,3.555 ,1.426 ,168.023 ,36.480 ,-7.353 ,-3.859 ,1.668 ,0.882 ,-0.638 
Rh0.85Pd0.15_111,-1.616 ,2054.201 ,1812.936 ,-3.312 ,-0.854 ,1.720 ,1.104 ,96.352 ,74.432 ,-3.139 ,1.625 ,2.545 ,1.312 ,185.821 ,40.942 ,-6.028 ,-3.319 ,1.173 ,1.034 ,-0.876 
Rh0.9Ag0.1_111,-1.690 ,1630.346 ,1020.134 ,-3.540 ,-0.834 ,2.877 ,0.935 ,79.188 ,60.941 ,-3.078 ,1.534 ,2.626 ,1.239 ,139.750 ,39.082 ,-6.104 ,-2.961 ,1.218 ,2.179 ,-0.888 
Pd0.45Ir0.55_111,-1.861 ,1613.070 ,785.154 ,-3.603 ,-0.829 ,2.941 ,1.075 ,89.424 ,77.370 ,-3.915 ,2.210 ,3.710 ,1.508 ,145.908 ,33.067 ,-6.931 ,-3.594 ,1.737 ,0.877 ,-0.823 
Rh0.7Pt0.3_111,-1.614 ,1780.166 ,1111.533 ,-3.443 ,-0.820 ,2.998 ,0.865 ,93.372 ,65.333 ,-3.430 ,1.494 ,2.890 ,1.194 ,150.072 ,37.407 ,-6.492 ,-3.363 ,1.637 ,0.894 ,-0.846 
Rh0.9Au0.1_111,-1.771 ,1855.066 ,1143.130 ,-3.395 ,-0.819 ,3.001 ,0.875 ,95.589 ,71.009 ,-3.163 ,1.553 ,2.698 ,1.227 ,153.943 ,43.740 ,-6.209 ,-2.811 ,1.506 ,1.654 ,-0.862 
Rh0.9Pd0.1_111,-1.621 ,2040.553 ,1826.013 ,-3.287 ,-0.817 ,1.696 ,1.110 ,97.305 ,74.569 ,-3.108 ,1.664 ,2.544 ,1.315 ,187.080 ,41.550 ,-6.022 ,-3.293 ,1.171 ,1.044 ,-0.846 
Rh0.8Pt0.2_111,-1.702 ,1880.829 ,1733.758 ,-3.330 ,-0.806 ,1.736 ,1.120 ,95.002 ,68.319 ,-3.295 ,1.611 ,2.815 ,1.232 ,156.193 ,38.454 ,-6.350 ,-3.298 ,1.547 ,0.915 ,-0.811 
Rh0.75Pt0.25_111,-1.577 ,1795.495 ,1114.591 ,-3.421 ,-0.804 ,2.990 ,0.867 ,93.800 ,66.336 ,-3.388 ,1.525 ,2.868 ,1.204 ,151.671 ,37.617 ,-6.425 ,-3.328 ,1.607 ,0.884 ,-0.844 
Ir0.6Au0.4_111,0.140 ,1400.708 ,861.375 ,-4.451 ,-0.788 ,2.828 ,1.550 ,87.112 ,62.652 ,-3.937 ,2.022 ,3.810 ,1.757 ,157.900 ,42.265 ,-7.432 ,-3.250 ,1.661 ,2.120 ,-0.687 
Ir0.65Au0.35_111,0.052 ,1445.927 ,976.300 ,-4.482 ,-0.768 ,2.827 ,1.572 ,93.802 ,65.944 ,-3.809 ,1.907 ,3.975 ,1.321 ,142.640 ,43.998 ,-7.459 ,-4.708 ,1.328 ,5.490 ,-0.640 
Rh0.85Pt0.15_111,-1.710 ,1913.940 ,1752.247 ,-3.284 ,-0.765 ,1.734 ,1.116 ,96.596 ,70.675 ,-3.202 ,1.670 ,2.726 ,1.257 ,163.804 ,40.033 ,-6.236 ,-3.254 ,1.443 ,0.940 ,-0.794 
Rh0.9Pt0.1_111,-1.633 ,1912.010 ,1762.501 ,-3.256 ,-0.760 ,1.688 ,1.123 ,96.006 ,70.961 ,-3.162 ,1.698 ,2.695 ,1.269 ,167.081 ,40.541 ,-6.134 ,-3.229 ,1.364 ,0.941 ,-0.793 
Ir0.45Pt0.55_111,-1.848 ,1446.837 ,1266.877 ,-3.827 ,-0.755 ,1.948 ,1.399 ,95.393 ,70.648 ,-3.969 ,2.163 ,3.607 ,1.423 ,168.080 ,36.498 ,-7.347 ,-3.823 ,1.679 ,0.894 ,-0.575 
Rh0.95Pd0.05_111,-1.611 ,1694.768 ,1494.042 ,-3.199 ,-0.704 ,1.778 ,1.073 ,46.225 ,85.338 ,-5.588 ,-2.996 ,1.009 ,2.229 ,159.162 ,37.516 ,-6.002 ,-3.238 ,1.175 ,1.054 ,-0.788 
Ir0.5Pt0.5_111,-1.159 ,1437.304 ,1257.294 ,-3.797 ,-0.701 ,1.953 ,1.399 ,96.151 ,70.920 ,-3.946 ,2.215 ,3.637 ,1.416 ,168.476 ,36.554 ,-7.348 ,-3.814 ,1.682 ,0.899 ,-0.553 
Rh0.95Ag0.05_111,-1.619 ,1618.398 ,1094.294 ,-3.442 ,-0.698 ,2.767 ,0.958 ,40.352 ,82.746 ,-5.575 ,-2.996 ,1.007 ,2.370 ,152.746 ,35.839 ,-5.981 ,-3.238 ,1.218 ,1.041 ,-0.800 
Rh0.95Pt0.05_111,-1.691 ,2009.328 ,1792.810 ,-3.195 ,-0.690 ,1.776 ,1.074 ,52.922 ,102.670 ,-5.629 ,-3.011 ,1.023 ,2.289 ,184.141 ,44.386 ,-6.050 ,-3.231 ,1.249 ,1.003 ,-0.770 
Ir0.75Ag0.25_111,-1.873 ,1522.733 ,1027.490 ,-4.513 ,-0.687 ,2.544 ,1.759 ,95.701 ,73.262 ,-3.531 ,2.236 ,3.912 ,1.343 ,141.440 ,39.094 ,-7.156 ,-2.928 ,1.394 ,6.677 ,-0.583 
Rh0.95Ir0.05_111,-1.618 ,2003.816 ,1797.067 ,-3.180 ,-0.656 ,1.750 ,1.093 ,55.904 ,104.526 ,-5.610 ,-2.977 ,1.038 ,2.248 ,186.571 ,44.997 ,-6.041 ,-3.203 ,1.245 ,1.005 ,-0.744 
Pd0.4Ir0.6_111,-1.848 ,1534.646 ,700.908 ,-3.488 ,-0.637 ,3.082 ,1.081 ,92.886 ,75.586 ,-3.773 ,2.295 ,3.493 ,1.578 ,142.452 ,32.856 ,-7.029 ,-3.549 ,1.822 ,0.929 ,-0.702 
Rh0.9Ir0.1_111,-1.625 ,1937.815 ,1752.202 ,-3.181 ,-0.620 ,1.732 ,1.127 ,51.743 ,104.889 ,-5.675 ,-2.999 ,1.077 ,2.340 ,174.775 ,43.628 ,-6.130 ,-3.167 ,1.383 ,0.939 ,-0.708 
Ir0.55Pt0.45_111,-1.917 ,1418.726 ,1264.719 ,-3.751 ,-0.614 ,1.910 ,1.424 ,97.828 ,71.183 ,-3.888 ,2.321 ,3.683 ,1.421 ,169.359 ,37.041 ,-7.336 ,-3.765 ,1.689 ,0.915 ,-0.490 
Rh0.85Ir0.15_111,-1.604 ,1916.909 ,1730.589 ,-3.180 ,-0.594 ,1.747 ,1.137 ,53.280 ,106.240 ,-5.702 ,-2.981 ,1.160 ,2.284 ,170.202 ,43.124 ,-6.181 ,-3.152 ,1.459 ,0.923 ,-0.689 
Pd0.35Ir0.65_111,-1.764 ,1648.708 ,771.419 ,-3.486 ,-0.576 ,3.143 ,1.044 ,102.468 ,58.949 ,-3.624 ,1.520 ,3.308 ,1.179 ,161.752 ,36.202 ,-7.017 ,-3.522 ,1.786 ,0.892 ,-0.685 
Ir0.6Pt0.4_111,-1.695 ,1513.599 ,1366.839 ,-3.738 ,-0.571 ,1.810 ,1.535 ,108.656 ,51.227 ,-3.854 ,1.629 ,3.689 ,1.038 ,184.706 ,40.213 ,-7.328 ,-3.691 ,1.698 ,0.954 ,-0.438 
Rh0.8Ir0.2_111,-1.828 ,1849.440 ,1687.894 ,-3.171 ,-0.558 ,1.715 ,1.169 ,60.023 ,107.061 ,-5.686 ,-2.927 ,1.312 ,2.087 ,161.513 ,41.636 ,-6.270 ,-3.129 ,1.585 ,0.883 ,-0.647 
Rh0.7Ir0.3_111,-1.585 ,1789.266 ,1629.071 ,-3.181 ,-0.492 ,1.738 ,1.205 ,108.768 ,27.829 ,-3.473 ,0.966 ,3.246 ,0.923 ,161.344 ,41.182 ,-6.442 ,-3.154 ,1.673 ,0.906 ,-0.593 
Rh0.65Ir0.35_111,-1.556 ,1763.771 ,1593.977 ,-3.192 ,-0.441 ,1.781 ,1.222 ,24.300 ,105.307 ,-5.764 ,-3.091 ,0.842 ,3.485 ,166.788 ,41.445 ,-6.538 ,-3.193 ,1.674 ,0.928 ,-0.553 
Rh0.75Ir0.25_111,-1.534 ,1727.127 ,1127.704 ,-3.326 ,-0.422 ,2.994 ,0.994 ,23.976 ,102.094 ,-5.661 ,-3.067 ,0.821 ,3.445 ,160.714 ,41.202 ,-6.387 ,-3.143 ,1.653 ,0.906 ,-0.612 
Ir0.7Au0.3_111,-0.105 ,1425.314 ,763.667 ,-3.977 ,-0.417 ,3.240 ,1.249 ,97.325 ,68.714 ,-3.758 ,2.093 ,3.936 ,1.299 ,166.717 ,41.683 ,-7.407 ,-2.927 ,1.680 ,2.685 ,-0.557 
Pd0.3Ir0.7_111,-1.894 ,1585.861 ,770.967 ,-3.471 ,-0.409 ,3.223 ,1.086 ,105.983 ,59.106 ,-3.563 ,1.635 ,3.340 ,1.154 ,169.504 ,38.027 ,-7.080 ,-3.542 ,1.747 ,0.932 ,-0.591 
Ir0.7Pt0.3_111,-1.849 ,1476.338 ,1336.777 ,-3.646 ,-0.409 ,1.819 ,1.551 ,109.227 ,49.469 ,-3.814 ,1.823 ,3.967 ,0.979 ,185.662 ,40.221 ,-7.311 ,-3.643 ,1.705 ,0.966 ,-0.348 
Ir0.8Ag0.2_111,0.090 ,1518.840 ,1018.833 ,-4.208 ,-0.373 ,2.878 ,1.541 ,105.581 ,51.569 ,-3.295 ,1.618 ,3.607 ,1.017 ,177.609 ,44.368 ,-7.217 ,-3.031 ,1.616 ,2.416 ,-0.469 
Rh0.55Ir0.45_111,-1.488 ,1707.876 ,1540.339 ,-3.201 ,-0.371 ,1.799 ,1.261 ,23.406 ,107.991 ,-5.869 ,-3.118 ,0.881 ,3.521 ,173.711 ,41.705 ,-6.672 ,-3.244 ,1.659 ,0.966 ,-0.496 
Ir0.75Au0.25_111,-1.913 ,1375.576 ,771.816 ,-3.935 ,-0.362 ,3.296 ,1.274 ,98.299 ,68.460 ,-3.714 ,2.217 ,3.960 ,1.313 ,165.483 ,40.621 ,-7.406 ,-2.938 ,1.690 ,2.736 ,-0.515 
Ir0.65Pt0.35_111,-2.072 ,1547.355 ,1362.331 ,-3.677 ,-0.360 ,1.608 ,1.343 ,109.739 ,51.091 ,-3.832 ,1.687 ,3.719 ,1.040 ,185.263 ,40.113 ,-7.331 ,-3.688 ,1.703 ,0.958 ,-0.415 
Pt0.05Ag0.95_111,0.085 ,3198.452 ,89.012 ,-5.624 ,-0.310 ,1.708 ,3.825 ,45.759 ,78.504 ,-6.065 ,0.535 ,1.743 ,3.094 ,99.514 ,85.404 ,-7.362 ,3.712 ,0.870 ,0.929 ,-1.438 
Rh0.6Ir0.4_111,-1.494 ,1641.305 ,1068.334 ,-3.333 ,-0.309 ,3.080 ,1.028 ,110.640 ,24.516 ,-3.470 ,0.966 ,3.337 ,0.919 ,165.847 ,41.175 ,-6.587 ,-3.203 ,1.679 ,0.963 ,-0.534 
Ir0.7Cu0.3_111,-1.832 ,1744.321 ,280.054 ,-3.099 ,-0.248 ,3.052 ,0.834 ,105.116 ,71.849 ,-3.736 ,2.028 ,3.643 ,1.652 ,155.252 ,31.841 ,-7.118 ,1.676 ,1.965 ,1.965 ,-0.660 
Ir0.85Au0.15_111,0.093 ,1418.061 ,1208.225 ,-3.623 ,-0.231 ,2.120 ,1.557 ,113.162 ,49.043 ,-3.607 ,1.851 ,3.898 ,0.965 ,183.303 ,44.042 ,-7.292 ,-3.061 ,1.747 ,1.770 ,-0.312 
Rh0.5Ir0.5_111,-1.517 ,1573.126 ,1028.884 ,-3.350 ,-0.197 ,3.159 ,1.058 ,22.349 ,109.223 ,-5.935 ,-3.143 ,0.893 ,3.559 ,174.359 ,41.715 ,-6.753 ,-3.264 ,1.685 ,0.975 ,-0.451 
Ir0.75Pt0.25_111,-1.759 ,1511.715 ,1329.864 ,-3.580 ,-0.189 ,1.646 ,1.351 ,112.598 ,51.207 ,-3.730 ,1.847 ,3.771 ,1.025 ,186.262 ,40.376 ,-7.291 ,-3.595 ,1.717 ,0.976 ,-0.329 
Pd0.25Ir0.75_111,-1.914 ,1575.247 ,650.580 ,-3.216 ,-0.188 ,3.388 ,0.972 ,108.463 ,57.031 ,-3.488 ,1.764 ,3.399 ,1.161 ,170.339 ,37.858 ,-7.114 ,-3.492 ,1.766 ,0.994 ,-0.472 
Rh0.45Ir0.55_111,-1.520 ,1554.366 ,1011.023 ,-3.341 ,-0.169 ,3.186 ,1.061 ,21.202 ,109.968 ,-6.004 ,-3.168 ,0.899 ,3.583 ,168.614 ,41.059 ,-6.791 ,-3.241 ,1.774 ,0.944 ,-0.431 
Ir0.8Au0.2_111,-1.914 ,1438.802 ,840.882 ,-3.793 ,-0.144 ,3.373 ,1.208 ,110.579 ,46.939 ,-3.693 ,1.642 ,3.924 ,0.954 ,183.762 ,45.270 ,-7.361 ,-3.096 ,1.730 ,1.926 ,-0.387 
Pd0.2Ir0.8_111,-1.745 ,1551.529 ,666.258 ,-3.213 ,-0.128 ,3.422 ,0.983 ,110.105 ,57.294 ,-3.459 ,1.808 ,3.409 ,1.143 ,174.990 ,38.749 ,-7.126 ,-3.503 ,1.742 ,0.987 ,-0.439 
Rh0.4Ir0.6_111,-1.786 ,1540.872 ,964.022 ,-3.296 ,-0.098 ,3.245 ,1.045 ,20.800 ,111.578 ,-6.080 ,-3.175 ,0.943 ,3.608 ,173.595 ,41.616 ,-6.856 ,-3.186 ,1.751 ,1.047 ,-0.391 
Ir0.8Pt0.2_111,-1.828 ,1479.335 ,1304.565 ,-3.521 ,-0.065 ,1.635 ,1.346 ,113.599 ,53.303 ,-3.462 ,1.933 ,3.509 ,1.070 ,186.275 ,40.371 ,-7.274 ,-3.556 ,1.720 ,0.982 ,-0.267 
Ir0.85Ag0.15_111,-1.812 ,1483.879 ,937.147 ,-3.825 ,-0.064 ,3.064 ,1.385 ,112.275 ,49.754 ,-3.484 ,1.878 ,3.881 ,0.979 ,180.866 ,35.058 ,-7.128 ,-3.558 ,1.741 ,1.118 ,-0.345 
Pd0.15Ir0.85_111,-1.840 ,1430.378 ,802.566 ,-3.410 ,-0.024 ,3.379 ,1.201 ,113.452 ,56.425 ,-3.388 ,1.966 ,3.478 ,1.093 ,182.072 ,39.201 ,-7.131 ,-3.485 ,1.722 ,0.988 ,-0.345 
Ir0.9Ag0.1_111,-1.774 ,1467.589 ,1203.547 ,-3.540 ,-0.020 ,1.952 ,1.386 ,112.640 ,53.371 ,-3.290 ,1.942 ,3.592 ,1.026 ,184.887 ,37.752 ,-7.196 ,-3.628 ,1.703 ,1.065 ,-0.301 
