system,CO-atop,d-dos height,d-dos height2,d-dos position,d-dos position2,d-dos width,d-dos width2,p-dos height,p-dos height2,p-dos position,p-dos position2,p-dos width,p-dos width2,s-dos height,s-dos height2,s-dos position,s-dos position2,s-dos width,s-dos width2,efermi
Pt0.8Ag0.2_111,-1.264 ,1167.999 ,944.753 ,-4.465 ,-1.720 ,1.979 ,1.075 ,48.937 ,44.064 ,-4.243 ,1.511 ,2.771 ,2.070 ,102.744 ,41.167 ,-6.777 ,4.404 ,1.702 ,0.547 ,-1.223 
Pd0.35Cu0.65_111,-0.331 ,515.178 ,2374.722 ,-5.776 ,-3.617 ,0.905 ,1.437 ,47.674 ,54.313 ,-4.691 ,2.291 ,2.398 ,1.337 ,80.199 ,39.093 ,-6.617 ,4.183 ,1.754 ,0.567 ,-1.778 
Rh0.25Cu0.75_111,-0.384 ,1563.040 ,839.401 ,-3.863 ,-3.794 ,2.049 ,0.811 ,56.443 ,58.452 ,-4.591 ,2.183 ,2.412 ,1.589 ,80.901 ,37.102 ,-6.639 ,4.292 ,1.910 ,0.574 ,-1.625 
Ir0.35Au0.65_111,-0.023 ,1245.719 ,13377.118 ,-4.395 ,2.020 ,2.480 ,1.513 ,53.516 ,48.911 ,-4.949 ,1.131 ,2.834 ,1.308 ,113.278 ,63.396 ,-7.460 ,3.888 ,1.520 ,0.576 ,-1.002 
Rh0.4Au0.6_111,-0.026 ,1183.880 ,703.418 ,-3.882 ,-1.424 ,2.071 ,0.758 ,53.780 ,37.933 ,1.898 ,3.710 ,1.362 ,0.764 ,91.885 ,37.104 ,-7.219 ,3.994 ,1.513 ,0.577 ,-1.232 
Pt0.7Au0.3_111,-1.307 ,1145.300 ,843.732 ,-4.267 ,-1.652 ,2.204 ,0.977 ,50.975 ,47.190 ,-4.403 ,1.826 ,3.153 ,0.853 ,110.695 ,64.013 ,-7.343 ,4.172 ,1.479 ,0.586 ,-1.206 
Rh0.3Cu0.7_111,-1.798 ,726.611 ,1593.287 ,-3.820 ,-3.740 ,0.695 ,2.113 ,55.955 ,56.098 ,-4.483 ,2.305 ,2.480 ,1.696 ,82.910 ,33.826 ,-6.585 ,4.454 ,1.825 ,0.591 ,-1.608 
Ir0.45Au0.55_111,-1.871 ,1052.192 ,587.889 ,-3.909 ,-1.081 ,2.111 ,0.968 ,40.946 ,41.607 ,1.762 ,3.959 ,1.561 ,0.676 ,114.337 ,58.311 ,-7.447 ,4.152 ,1.510 ,0.591 ,-0.917 
Pd0.2Pt0.8_111,-1.256 ,1209.805 ,1129.354 ,-3.949 ,-1.528 ,1.783 ,0.942 ,54.537 ,46.778 ,-3.792 ,3.034 ,1.867 ,0.952 ,104.886 ,28.698 ,-7.155 ,1.305 ,1.540 ,0.591 ,-1.191 
Pt0.9Ag0.1_111,-1.353 ,1142.805 ,985.983 ,-4.241 ,-1.538 ,1.894 ,1.066 ,52.666 ,43.439 ,-4.090 ,1.661 ,2.456 ,2.219 ,106.720 ,45.658 ,-7.239 ,4.524 ,1.490 ,0.600 ,-1.109 
Pt0.45Ag0.55_111,-1.055 ,1546.187 ,889.797 ,-5.314 ,-2.375 ,1.764 ,1.182 ,35.298 ,55.776 ,-3.462 ,1.886 ,2.400 ,1.718 ,96.320 ,57.458 ,-7.142 ,4.282 ,1.238 ,0.600 ,-1.438 
Pt0.8Au0.2_111,-1.354 ,1119.199 ,929.059 ,-4.219 ,-1.579 ,2.061 ,1.002 ,51.798 ,45.996 ,-4.365 ,1.965 ,3.142 ,0.867 ,109.648 ,61.158 ,-7.325 ,4.331 ,1.495 ,0.604 ,-1.150 
Pt0.4Ag0.6_111,0.099 ,1683.907 ,878.609 ,-5.345 ,-2.369 ,1.733 ,1.055 ,32.400 ,55.586 ,-3.467 ,1.763 ,2.925 ,1.743 ,98.355 ,54.465 ,-7.116 ,4.180 ,1.146 ,0.608 ,-1.471 
Pt0.5Ag0.5_111,-1.263 ,1511.137 ,915.985 ,-5.229 ,-2.257 ,1.825 ,1.075 ,35.426 ,54.570 ,-3.697 ,1.978 ,3.007 ,1.706 ,97.470 ,57.572 ,-7.131 ,4.341 ,1.250 ,0.611 ,-1.436 
Pt0.65Cu0.35_111,-0.451 ,386.076 ,1514.386 ,-6.468 ,-3.111 ,1.079 ,2.121 ,38.315 ,43.686 ,-4.157 ,1.106 ,3.209 ,1.776 ,85.633 ,55.553 ,-7.297 ,4.685 ,1.854 ,0.611 ,-1.360 
Pt0.6Ag0.4_111,-1.227 ,1325.845 ,929.006 ,-5.011 ,-2.076 ,1.958 ,1.134 ,41.732 ,52.328 ,-4.112 ,2.377 ,2.806 ,1.377 ,97.953 ,57.031 ,-7.121 ,4.525 ,1.353 ,0.613 ,-1.363 
Pt0.85Ag0.15_111,-1.341 ,1113.700 ,924.931 ,-4.274 ,-1.582 ,2.095 ,0.998 ,50.994 ,44.359 ,-4.067 ,1.635 ,2.430 ,2.220 ,106.236 ,44.158 ,-7.257 ,4.493 ,1.461 ,0.617 ,-1.185 
Pt0.05Cu0.95_111,-0.492 ,2204.374 ,1030.914 ,-4.260 ,-3.367 ,1.095 ,0.479 ,52.741 ,60.267 ,-5.099 ,0.304 ,2.399 ,0.804 ,69.636 ,52.606 ,-7.183 ,4.205 ,2.259 ,0.617 ,-1.729 
Pt0.85Au0.15_111,-1.257 ,1101.004 ,903.918 ,-4.087 ,-1.455 ,2.119 ,0.952 ,52.378 ,43.951 ,-4.400 ,1.732 ,3.062 ,1.987 ,108.867 ,56.605 ,-7.323 ,4.435 ,1.506 ,0.620 ,-1.111 
Pt0.85Cu0.15_111,-0.232 ,1126.366 ,1037.632 ,-3.790 ,3.615 ,2.003 ,0.821 ,52.790 ,43.575 ,-4.370 ,1.568 ,3.075 ,1.874 ,100.620 ,41.688 ,-7.336 ,4.493 ,1.623 ,0.620 ,-1.163 
Rh0.35Pt0.65_111,-1.604 ,1187.225 ,1044.181 ,-3.888 ,-1.579 ,1.395 ,1.159 ,60.883 ,42.970 ,-3.617 ,2.386 ,2.448 ,0.927 ,107.685 ,26.045 ,-7.009 ,1.817 ,1.600 ,0.622 ,-0.934 
Pt0.55Ag0.45_111,-1.264 ,1412.684 ,857.829 ,-5.120 ,-2.104 ,1.938 ,1.122 ,48.096 ,40.306 ,1.581 ,3.391 ,0.846 ,0.871 ,97.536 ,59.355 ,-7.142 ,4.417 ,1.309 ,0.631 ,-1.399 
Pt0.9Au0.1_111,-1.238 ,1094.208 ,975.015 ,-4.120 ,-1.471 ,1.975 ,1.010 ,52.679 ,45.385 ,-4.334 ,1.623 ,3.119 ,1.574 ,109.410 ,53.868 ,-7.313 ,4.475 ,1.495 ,0.634 ,-1.089 
Pt0.9Cu0.1_111,-1.143 ,1070.576 ,757.191 ,-3.994 ,-2.060 ,1.562 ,0.894 ,54.581 ,45.568 ,-3.945 ,1.597 ,2.138 ,2.267 ,103.209 ,43.470 ,-7.320 ,4.516 ,1.583 ,0.638 ,-1.127 
Rh0.2Pt0.8_111,-1.230 ,1091.188 ,912.509 ,-4.011 ,-1.773 ,1.323 ,1.105 ,57.010 ,50.053 ,-3.666 ,3.337 ,2.088 ,0.931 ,106.087 ,31.502 ,-7.157 ,1.555 ,1.558 ,0.646 ,-0.967 
Rh0.15Pt0.85_111,-1.279 ,1118.141 ,969.419 ,-4.077 ,-1.828 ,1.294 ,1.143 ,55.707 ,59.839 ,-3.963 ,3.152 ,2.915 ,1.015 ,108.187 ,32.716 ,-7.204 ,1.487 ,1.539 ,0.654 ,-0.987 
Pt0.55Cu0.45_111,-1.717 ,427.966 ,1729.425 ,-6.369 ,-3.286 ,1.100 ,1.784 ,50.980 ,51.315 ,-4.442 ,1.511 ,3.003 ,1.062 ,84.013 ,54.369 ,-7.239 ,4.504 ,1.928 ,0.655 ,-1.450 
Pt0.95Au0.05_111,-1.268 ,1117.722 ,1080.391 ,-4.137 ,-1.160 ,1.444 ,0.649 ,53.003 ,45.115 ,-4.302 ,1.631 ,3.142 ,1.431 ,109.116 ,49.729 ,-7.315 ,4.583 ,1.494 ,0.659 ,-1.052 
Pt0.65Ag0.35_111,-1.321 ,1303.157 ,838.209 ,-4.922 ,-1.948 ,2.054 ,1.122 ,42.635 ,39.852 ,-4.276 ,2.803 ,2.739 ,1.314 ,97.542 ,62.342 ,-7.158 ,4.526 ,1.404 ,0.659 ,-1.324 
Rh0.2Cu0.8_111,-1.631 ,1647.230 ,793.631 ,-3.944 ,-3.860 ,1.971 ,0.784 ,56.210 ,66.254 ,-4.664 ,1.549 ,2.392 ,2.062 ,79.272 ,36.691 ,-6.710 ,4.120 ,1.963 ,0.660 ,-1.678 
Ir0.3Cu0.7_111,-1.806 ,882.686 ,1245.005 ,-3.719 ,-3.699 ,2.793 ,1.003 ,61.720 ,56.279 ,-3.999 ,2.373 ,3.354 ,1.606 ,80.367 ,37.422 ,-7.124 ,4.466 ,2.192 ,0.665 ,-1.383 
Rh0.3Pt0.7_111,-1.602 ,1184.836 ,1061.806 ,-3.945 ,-1.633 ,1.365 ,1.183 ,61.060 ,41.514 ,-3.624 ,2.298 ,2.334 ,0.918 ,111.588 ,32.214 ,-7.078 ,1.676 ,1.562 ,0.670 ,-0.948 
Pt0.4Cu0.6_111,-0.238 ,523.336 ,1590.635 ,-4.845 ,-3.450 ,3.610 ,1.343 ,37.976 ,43.247 ,-5.642 ,2.084 ,2.335 ,1.919 ,112.061 ,46.270 ,-5.698 ,4.238 ,3.081 ,0.674 ,-1.570 
Rh0.05Pt0.95_111,-1.318 ,1127.749 ,1024.146 ,-4.088 ,-1.090 ,1.368 ,0.609 ,57.584 ,44.368 ,-3.872 ,3.115 ,2.057 ,0.935 ,111.112 ,34.288 ,-7.275 ,1.391 ,1.516 ,0.676 ,-1.018 
Rh0.1Pt0.9_111,-1.320 ,1119.257 ,995.763 ,-4.043 ,-1.023 ,1.372 ,0.597 ,55.823 ,59.299 ,-3.993 ,3.109 ,2.892 ,1.022 ,109.617 ,33.163 ,-7.232 ,1.455 ,1.527 ,0.678 ,-0.998 
Ir0.35Pt0.65_111,-1.788 ,1125.924 ,984.426 ,-3.917 ,-0.585 ,1.446 ,0.798 ,49.108 ,52.324 ,-3.289 ,2.193 ,3.663 ,1.094 ,124.108 ,31.492 ,-7.339 ,1.882 ,1.564 ,0.678 ,-0.667 
Rh0.25Pt0.75_111,-1.283 ,1100.473 ,976.834 ,-3.922 ,-0.924 ,1.367 ,0.590 ,56.792 ,51.150 ,-3.682 ,3.357 ,2.164 ,0.939 ,103.391 ,30.823 ,-7.141 ,1.605 ,1.599 ,0.683 ,-0.965 
Pd0.3Ag0.7_111,0.085 ,1898.742 ,991.953 ,-5.574 ,-2.745 ,1.618 ,0.822 ,56.157 ,33.390 ,1.696 ,4.417 ,2.096 ,0.591 ,72.585 ,61.792 ,-7.028 ,4.314 ,0.806 ,0.690 ,-1.540 
Ir0.25Cu0.75_111,-1.932 ,765.008 ,1494.793 ,-3.975 ,-3.803 ,2.782 ,1.077 ,56.328 ,58.237 ,-4.672 ,2.057 ,2.854 ,1.628 ,89.981 ,38.448 ,-6.362 ,4.175 ,2.892 ,0.691 ,-1.456 
Ir0.05Pt0.95_111,-1.254 ,1120.717 ,996.171 ,-4.104 ,-1.057 ,1.381 ,0.644 ,58.966 ,43.831 ,-3.909 ,3.118 ,2.018 ,0.923 ,113.817 ,34.032 ,-7.323 ,1.416 ,1.510 ,0.691 ,-0.968 
Pd0.1Pt0.9_111,-1.229 ,1177.531 ,1021.029 ,-4.143 ,-2.000 ,1.230 ,1.085 ,56.278 ,45.084 ,-3.861 ,3.031 ,1.939 ,0.960 ,108.535 ,33.931 ,-7.228 ,1.292 ,1.522 ,0.692 ,-1.126 
Pt0.45Cu0.55_111,-1.414 ,426.463 ,1899.982 ,-6.344 ,-3.406 ,1.062 ,1.654 ,44.254 ,40.713 ,-4.919 ,0.556 ,2.848 ,2.212 ,80.983 ,48.206 ,-7.207 ,4.351 ,2.015 ,0.694 ,-1.511 
Ir0.1Pt0.9_111,-1.255 ,1126.463 ,1048.684 ,-4.054 ,-0.953 ,1.410 ,0.718 ,42.063 ,57.592 ,1.522 ,3.138 ,0.710 ,0.996 ,114.086 ,33.226 ,-7.324 ,1.516 ,1.522 ,0.696 ,-0.899 
Rh0.5Pt0.5_111,-1.648 ,1129.820 ,697.492 ,-3.607 ,-0.689 ,3.015 ,0.474 ,60.769 ,43.732 ,-3.476 ,2.546 ,2.373 ,0.947 ,100.412 ,29.104 ,-6.839 ,1.954 ,1.661 ,0.699 ,-0.899 
Rh0.55Pt0.45_111,-1.582 ,1133.682 ,673.495 ,-3.630 ,-0.627 ,2.933 ,0.492 ,41.501 ,58.422 ,-3.018 ,2.375 ,3.490 ,1.127 ,99.579 ,28.310 ,-6.743 ,2.052 ,1.658 ,0.702 ,-0.887 
Rh0.4Pt0.6_111,-1.669 ,1180.616 ,1028.037 ,-3.840 ,-1.541 ,1.426 ,1.145 ,60.791 ,42.207 ,-3.531 ,2.420 ,2.323 ,0.935 ,105.817 ,30.439 ,-6.980 ,1.824 ,1.610 ,0.704 ,-0.920 
Pd0.95Pt0.05_111,-1.001 ,1667.795 ,1474.959 ,-3.809 ,-1.964 ,1.542 ,0.716 ,48.345 ,54.814 ,-3.687 ,2.919 ,1.546 ,0.904 ,107.935 ,26.519 ,-6.163 ,-3.845 ,1.032 ,0.705 ,-1.674 
Rh0.15Ag0.85_111,0.070 ,2173.696 ,493.918 ,-5.550 ,-2.038 ,1.630 ,0.862 ,41.748 ,39.833 ,-0.013 ,2.172 ,1.972 ,1.650 ,77.567 ,54.323 ,-7.136 ,4.009 ,0.791 ,0.707 ,-1.438 
Pt0.35Cu0.65_111,-1.198 ,2085.956 ,13840.956 ,-3.549 ,1.878 ,1.536 ,-1.773 ,51.571 ,59.010 ,-4.584 ,1.644 ,2.829 ,1.977 ,77.615 ,45.888 ,-7.167 ,4.071 ,2.104 ,0.707 ,-1.572 
Ir0.25Pt0.75_111,-1.271 ,1074.094 ,889.259 ,-4.006 ,-0.754 ,1.437 ,0.712 ,43.556 ,59.398 ,1.719 ,3.335 ,0.719 ,0.964 ,114.903 ,31.422 ,-7.339 ,1.709 ,1.545 ,0.710 ,-0.779 
Ir0.15Pt0.85_111,-1.254 ,1097.634 ,950.543 ,-4.056 ,-0.934 ,1.400 ,0.698 ,42.031 ,57.853 ,1.569 ,3.186 ,0.716 ,0.986 ,114.070 ,32.495 ,-7.335 ,1.561 ,1.530 ,0.711 ,-0.874 
Ir0.2Pt0.8_111,-1.202 ,1084.493 ,913.484 ,-4.021 ,-0.825 ,1.409 ,0.717 ,42.829 ,58.723 ,1.672 ,3.289 ,0.716 ,0.970 ,114.552 ,31.777 ,-7.341 ,1.661 ,1.542 ,0.711 ,-0.808 
Pd0.5Au0.5_111,-0.978 ,1252.470 ,1032.528 ,-4.741 ,-2.349 ,2.245 ,0.934 ,43.974 ,47.455 ,0.639 ,2.861 ,1.932 ,1.266 ,68.670 ,51.330 ,-7.175 ,4.187 ,1.377 ,0.714 ,-1.647 
Cu0.7Au0.3_111,-0.301 ,2392.614 ,175.601 ,-3.913 ,0.580 ,1.275 ,0.908 ,59.326 ,46.602 ,0.410 ,4.189 ,2.728 ,1.023 ,57.027 ,51.329 ,-7.970 ,4.397 ,2.032 ,0.714 ,-1.666 
Rh0.7Cu0.3_111,-0.390 ,1709.007 ,537.583 ,-3.328 ,-1.008 ,2.386 ,0.602 ,65.736 ,47.345 ,-3.479 ,2.403 ,2.472 ,0.887 ,117.628 ,27.009 ,-6.208 ,-3.485 ,1.344 ,0.719 ,-1.138 
Ir0.6Cu0.4_111,-0.358 ,658.151 ,1016.828 ,-3.440 ,-3.050 ,0.696 ,3.329 ,68.079 ,51.968 ,-3.972 ,3.443 ,3.474 ,0.820 ,99.503 ,20.268 ,-7.207 ,-3.690 ,1.999 ,0.734 ,-0.861 
Pd0.95Ir0.05_111,-0.971 ,1640.174 ,1442.455 ,-3.813 ,-1.928 ,1.545 ,0.748 ,48.861 ,55.747 ,-3.680 ,2.974 ,1.591 ,0.908 ,107.149 ,27.153 ,-6.171 ,-3.794 ,1.050 ,0.736 ,-1.631 
Rh0.45Pt0.55_111,-1.322 ,1129.388 ,727.041 ,-3.694 ,-0.699 ,2.948 ,0.487 ,61.039 ,42.948 ,-3.466 ,2.518 ,2.316 ,0.938 ,104.388 ,28.945 ,-6.905 ,1.925 ,1.613 ,0.736 ,-0.898 
Cu0.75Ag0.25_111,-0.436 ,805.349 ,2543.414 ,-5.973 ,-3.847 ,1.870 ,0.907 ,57.981 ,52.242 ,0.161 ,1.263 ,0.629 ,0.760 ,64.133 ,51.787 ,-7.666 ,4.302 ,1.661 ,0.745 ,-1.750 
Pd0.25Au0.75_111,0.129 ,1389.250 ,615.394 ,-4.765 ,-2.445 ,2.360 ,0.636 ,44.087 ,56.708 ,0.241 ,4.342 ,1.983 ,0.719 ,98.317 ,56.621 ,-7.415 ,3.349 ,1.384 ,0.756 ,-1.436 
Cu0.65Au0.35_111,-0.320 ,773.302 ,2226.324 ,-5.526 ,-3.441 ,2.213 ,1.066 ,58.748 ,51.705 ,0.738 ,4.146 ,2.075 ,1.122 ,67.880 ,56.860 ,-7.788 ,4.350 ,1.988 ,0.760 ,-1.645 
Pd0.3Pt0.7_111,-0.824 ,1185.394 ,845.006 ,-3.937 ,-1.552 ,2.644 ,0.761 ,53.242 ,49.290 ,-3.765 ,3.051 ,1.835 ,0.953 ,100.925 ,25.121 ,-7.084 ,-3.970 ,1.544 ,0.761 ,-1.245 
Rh0.05Au0.95_111,0.038 ,1323.946 ,738.986 ,-5.172 ,-3.510 ,2.103 ,0.643 ,49.190 ,54.478 ,0.842 ,4.104 ,2.739 ,0.719 ,101.634 ,63.407 ,-7.609 ,2.801 ,1.376 ,0.766 ,-1.274 
Rh0.1Ag0.9_111,0.068 ,2271.579 ,578.182 ,-5.578 ,-2.173 ,1.589 ,0.606 ,58.290 ,36.742 ,1.367 ,4.184 ,2.110 ,0.643 ,91.679 ,66.223 ,-7.130 ,4.069 ,0.850 ,0.768 ,-1.446 
Pd0.4Au0.6_111,-0.975 ,1304.090 ,1027.624 ,-4.862 ,-2.386 ,2.204 ,0.899 ,47.232 ,40.322 ,0.617 ,4.216 ,1.912 ,0.579 ,94.802 ,58.222 ,-7.204 ,4.006 ,1.428 ,0.773 ,-1.586 
Rh0.75Cu0.25_111,-1.669 ,1643.888 ,556.752 ,-3.302 ,-0.958 ,2.444 ,0.657 ,44.556 ,67.164 ,-2.427 ,2.241 ,2.967 ,1.082 ,120.242 ,26.647 ,-6.167 ,-3.456 ,1.289 ,0.781 ,-1.089 
Rh0.05Pd0.95_111,-0.996 ,1469.183 ,6283.074 ,-3.788 ,0.669 ,1.558 ,0.691 ,43.324 ,50.323 ,-3.661 ,2.989 ,1.605 ,0.887 ,100.971 ,24.497 ,-6.124 ,-3.808 ,0.966 ,0.783 ,-1.627 
Pd0.05Au0.95_111,0.066 ,1453.678 ,468.481 ,-4.923 ,-3.572 ,2.502 ,0.521 ,50.183 ,59.311 ,0.574 ,3.882 ,2.508 ,0.769 ,62.208 ,66.958 ,-7.808 ,2.565 ,1.776 ,0.783 ,-1.385 
Pt0.3Ag0.7_111,0.012 ,1792.243 ,697.468 ,-5.425 ,-2.499 ,1.705 ,0.936 ,42.023 ,36.864 ,0.342 ,4.493 ,2.344 ,0.617 ,93.318 ,67.351 ,-7.156 ,4.318 ,1.074 ,0.792 ,-1.427 
Ir0.15Ag0.85_111,0.014 ,2067.004 ,407.341 ,-5.524 ,-1.959 ,1.728 ,0.773 ,38.082 ,57.018 ,-5.912 ,1.466 ,1.663 ,2.286 ,95.095 ,67.775 ,-7.226 ,4.174 ,0.929 ,0.799 ,-1.356 
Rh0.1Pd0.9_111,-0.937 ,1421.927 ,8971.786 ,-3.764 ,0.766 ,1.572 ,0.676 ,43.452 ,50.566 ,-3.625 ,3.056 ,1.669 ,0.893 ,100.562 ,24.323 ,-6.120 ,-3.774 ,0.972 ,0.805 ,-1.558 
Pd0.55Ir0.45_111,-0.741 ,1277.702 ,561.588 ,-3.552 ,-1.017 ,2.853 ,0.869 ,62.652 ,45.313 ,-3.786 ,2.560 ,2.813 ,0.945 ,106.909 ,26.363 ,-6.826 ,-3.649 ,1.598 ,0.807 ,-0.961 
Pd0.6Ir0.4_111,-0.865 ,1310.645 ,599.756 ,-3.596 ,-1.195 ,2.753 ,0.886 ,60.779 ,44.126 ,-3.573 ,2.441 ,2.158 ,0.962 ,100.072 ,25.585 ,-6.764 ,-3.612 ,1.642 ,0.809 ,-1.040 
Rh0.3Au0.7_111,0.077 ,1262.623 ,573.830 ,-4.674 ,-1.626 ,2.483 ,0.777 ,38.325 ,44.817 ,-5.522 ,4.405 ,2.223 ,0.578 ,95.793 ,60.607 ,-7.301 ,4.144 ,1.499 ,0.811 ,-1.278 
Pt0.25Ag0.75_111,0.055 ,1923.773 ,581.682 ,-5.482 ,-2.470 ,1.703 ,0.833 ,39.035 ,38.576 ,-0.044 ,4.340 ,2.412 ,0.625 ,95.452 ,68.364 ,-7.201 ,4.167 ,0.987 ,0.812 ,-1.441 
Rh0.15Pd0.85_111,-0.957 ,1408.795 ,1203.448 ,-3.748 ,-1.784 ,1.578 ,0.787 ,43.582 ,51.205 ,-3.625 ,3.108 ,1.720 ,0.897 ,100.748 ,24.147 ,-6.124 ,-3.773 ,0.975 ,0.812 ,-1.530 
Pt0.2Ag0.8_111,0.087 ,1980.709 ,474.566 ,-5.496 ,-2.395 ,1.712 ,-0.664 ,55.501 ,37.710 ,1.380 ,4.256 ,2.288 ,0.632 ,92.695 ,68.194 ,-7.229 ,4.092 ,1.006 ,0.814 ,-1.426 
Rh0.1Au0.9_111,0.025 ,1297.905 ,637.161 ,-5.219 ,-3.568 ,2.073 ,0.701 ,42.997 ,63.006 ,-5.406 ,4.269 ,2.406 ,0.742 ,102.721 ,62.900 ,-7.554 ,3.107 ,1.393 ,0.815 ,-1.298 
Pd0.65Ir0.35_111,-2.056 ,1322.237 ,662.254 ,-3.760 ,-0.990 ,2.647 ,0.579 ,59.962 ,45.955 ,-3.802 ,2.403 ,2.607 ,0.952 ,106.662 ,27.128 ,-6.713 ,-3.676 ,1.489 ,0.817 ,-1.104 
Pt0.6Au0.4_111,-1.250 ,1128.752 ,676.319 ,-4.467 ,-1.752 ,2.592 ,0.937 ,48.290 ,44.499 ,-4.490 ,1.688 ,3.143 ,0.790 ,105.856 ,84.110 ,-6.936 ,4.297 ,1.708 ,0.822 ,-1.265 
Pd0.6Pt0.4_111,-0.900 ,1343.178 ,955.665 ,-3.909 ,-1.747 ,2.442 ,0.706 ,50.131 ,52.945 ,-3.658 ,2.999 ,1.655 ,0.933 ,92.156 ,26.289 ,-6.719 ,0.111 ,1.537 ,0.822 ,-1.422 
Ir0.05Ag0.95_111,0.061 ,2349.392 ,278.212 ,-5.595 ,-2.174 ,1.626 ,0.538 ,56.147 ,39.192 ,1.215 ,3.990 ,2.063 ,0.686 ,95.167 ,68.223 ,-7.293 ,3.849 ,0.846 ,0.838 ,-1.383 
Rh0.2Pd0.8_111,-0.951 ,1563.214 ,1339.998 ,-3.733 ,-1.716 ,1.595 ,0.824 ,50.396 ,59.326 ,-3.585 ,3.188 ,1.766 ,0.905 ,115.087 ,27.599 ,-6.122 ,-3.734 ,0.982 ,0.842 ,-1.469 
Ir0.3Pt0.7_111,-1.169 ,1150.058 ,989.140 ,-3.958 ,-0.670 ,1.427 ,0.745 ,47.899 ,52.506 ,-3.291 ,2.087 ,3.549 ,1.096 ,123.666 ,28.055 ,-7.352 ,-3.959 ,1.560 ,0.843 ,-0.725 
Pt0.55Au0.45_111,-1.320 ,1163.893 ,10806.186 ,-4.509 ,2.934 ,2.099 ,1.248 ,47.509 ,46.513 ,-4.328 ,1.594 ,2.894 ,0.781 ,129.116 ,86.862 ,-6.720 ,4.184 ,2.023 ,0.845 ,-1.287 
Rh0.15Au0.85_111,0.127 ,1272.541 ,614.587 ,-5.219 ,-3.546 ,2.053 ,0.772 ,44.625 ,67.053 ,-0.041 ,4.336 ,1.431 ,0.745 ,99.224 ,68.440 ,-7.523 ,0.436 ,1.431 ,0.851 ,-1.284 
